wallet,pm_coin,pm_direction,pm_question,pm_token_bought,pm_buy_price,pm_shares_bought,pm_dollar_spent,pm_nominal_value,pm_buy_timestamp,pm_market_end_date,pm_days_before_resolution,pm_sold_early,hl_coin,hl_side,hl_open_timestamp,hl_close_timestamp,hl_avg_entry_price,hl_exit_price,hl_total_buy_size,hl_total_notional_all_fills,hl_realized_pnl,hl_fills_count,size_bucket,price_bucket,entry_size_bucket,entry_price_bucket,is_high_confidence
0xc4cee943e4f7140f568a38a0ebb967ba79600cc2,NVDA,Bullish,"Will NVIDIA say ""Trump"" during earnings call?",Yes,0.5143,29.17,15.0,29.17,2025-11-17T15:26:13+00:00,2025-11-19T22:00:00+00:00,2.3,No,NVDA,Short,2025-11-12T23:35:12.749000+00:00,2025-11-25T13:48:19.402000+00:00,184.2341,174.01,17.03,6226.36,-48.65,25,Medium ($10-$50),Mid (>=$0.50),Medium ($10-$50),Mid (>=$0.50),No
0xc80ee9083e9272eac75c19fa494625c9efd51166,TSLA,Bearish,Will Tesla (TSLA) hit $350 before 2026??,No,0.96,1.04,1.0,1.04,2025-12-06T09:15:13+00:00,2025-12-31T23:59:59+00:00,25.6,No,TSLA,Long,2025-12-06T09:27:27.503000+00:00,2025-12-29T20:54:40.876000+00:00,459.9243,459.51,1.75,1609.01,-0.72,6,Small (<$10),High confidence (>=$0.90),Small (<$10),High confidence (>=$0.90),Yes
0xe091de93dd7f640c81790f401cac162c1bdf143e,XYZ100,Bearish,Will Nasdaq (NDAQ) beat quarterly earnings?,No,0.101,9.9,1.0,9.9,2025-10-19T20:31:27+00:00,2025-10-21T13:00:00+00:00,1.7,No,XYZ100,Long,2025-10-19T10:16:36.064000+00:00,2025-10-19T19:19:58.975000+00:00,24874.0,24895.0,0.402,20007.14,8.44,63,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0xefd23d0db9ad1b53f4ba2b0f300707a9da4bd931,TSLA,Bearish,Will Tesla (TSLA) hit a 52-Week High by December 31?,No,0.61,8.2,5.0,8.2,2025-12-05T21:47:49+00:00,2025-12-31T00:00:00+00:00,25.1,No,TSLA,Long,2025-11-14T14:18:42.464000+00:00,2025-12-17T17:44:14.043000+00:00,417.3403,474.85,63.198,52700.93,-49.19,82,Small (<$10),Mid (>=$0.50),Small (<$10),Mid (>=$0.50),No
0xefe1be7c6d0fcfb83808382c86899ddaba2a6b60,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.1332,1877.09,249.96,1877.09,2025-11-19T19:56:39+00:00,2025-11-19T22:00:00+00:00,0.1,No,NVDA,Long,2025-11-19T17:56:08.707000+00:00,2026-05-20T22:20:53.528000+00:00,193.8056,219.48,525.074,205505.07,1980.61,134,Large (>=$50),Low (<$0.50),Large (>=$50),Low (<$0.50),No
0xf26da589c149efa79b2be62f4b81b1b63a8ea7cd,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.07,9.99,0.7,9.99,2025-11-17T18:51:45+00:00,2025-11-19T22:00:00+00:00,2.1,Yes,NVDA,Long,2025-11-17T11:15:29.918000+00:00,2025-11-17T11:16:29.078000+00:00,189.64,189.49,30.009,11378.95,-2.86,13,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0xf26da589c149efa79b2be62f4b81b1b63a8ea7cd,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.07,20.0,1.4,20.0,2025-11-17T17:23:33+00:00,2025-11-19T22:00:00+00:00,2.2,Yes,NVDA,Long,2025-11-17T11:15:29.918000+00:00,2025-11-17T11:16:29.078000+00:00,189.64,189.49,30.009,11378.95,-2.86,13,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0xf26da589c149efa79b2be62f4b81b1b63a8ea7cd,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.94,64.39,60.53,64.39,2025-11-17T16:44:53+00:00,2025-11-19T22:00:00+00:00,2.2,Yes,NVDA,Long,2025-11-17T11:15:29.918000+00:00,2025-11-17T11:16:29.078000+00:00,189.64,189.49,30.009,11378.95,-2.86,13,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0xf26da589c149efa79b2be62f4b81b1b63a8ea7cd,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.07,145.56,10.19,145.56,2025-11-17T16:43:05+00:00,2025-11-19T22:00:00+00:00,2.2,Yes,NVDA,Long,2025-11-17T11:15:29.918000+00:00,2025-11-17T11:16:29.078000+00:00,189.64,189.49,30.009,11378.95,-2.86,13,Medium ($10-$50),Low (<$0.50),Medium ($10-$50),Low (<$0.50),No
0xf26da589c149efa79b2be62f4b81b1b63a8ea7cd,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.07,172.0,12.04,172.0,2025-11-17T16:42:49+00:00,2025-11-19T22:00:00+00:00,2.2,Yes,NVDA,Long,2025-11-17T11:15:29.918000+00:00,2025-11-17T11:16:29.078000+00:00,189.64,189.49,30.009,11378.95,-2.86,13,Medium ($10-$50),Low (<$0.50),Medium ($10-$50),Low (<$0.50),No
0xfa6a68bfc3082177627ec216a8034396d84b2342,MSFT,Bullish,Will Microsoft (MSFT) finish week of December 1 above $430?,Yes,0.999,25.0,24.98,25.0,2025-12-04T11:09:13+00:00,2025-12-05T21:00:00+00:00,1.4,No,MSFT,Short,2025-12-04T11:22:34.162000+00:00,2025-12-14T23:16:04.402000+00:00,464.22,464.22,0.209,197.15,3.1,3,Medium ($10-$50),High confidence (>=$0.90),Medium ($10-$50),High confidence (>=$0.90),Yes
